"ListItem-c11n-8-84-3__sc-10e22w8-0","ListItem-c11n-8-84-3__sc-10e22w8-0 2","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 2","PropertyCardWrapper__StyledPriceLine-srp__sc-16e8gqd-1","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0","Icon-c11n-8-84-3__sc-13llmml-0","Image-c11n-8-84-3__sc-1rtmhsc-0 src","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0","Icon-c11n-8-84-3__sc-13llmml-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 2","Icon-c11n-8-84-3__sc-13llmml-0 3","Image-c11n-8-84-3__sc-1rtmhsc-0 src 2","Image-c11n-8-84-3__sc-1rtmhsc-0 src 3","Image-c11n-8-84-3__sc-1rtmhsc-0 src 4","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 3","StyledButtonIcon-c11n-8-84-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6267 SW 80th St, Ocala, FL 34476"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,907""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6267 SW 80th St"",""addressLocality"":""Ocala"",""addressRegion"":""FL"",""postalCode"":""34476""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":29.106855,""longitude"":-82.224556},""url"":""https://www.zillow.com/homedetails/6267-SW-80th-St-Ocala-FL-34476/45888943_zpid/""}","","https://www.zillow.com/homedetails/6267-SW-80th-St-Ocala-FL-34476/45888943_zpid/","6267 SW 80th St, Ocala, FL 34476","GLOBAL PROPERTIES REALTY & INV","$345,000","- House for sale","3","bds","2","ba","1,907","sqft","","Chevron Left","https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg","Previous photo","Chevron Right","Next photo","","https://photos.zillowstatic.com/fp/dd098455b879a5ed9051264189581f84-p_e.jpg","https://photos.zillowstatic.com/fp/fc5497ba91229b09e228b31a72316cf7-p_e.jpg","https://photos.zillowstatic.com/fp/cd00dac1ac9e6c3db6ade20b2d1d688d-p_e.jpg","Use arrow keys to navigate","Image 1 of 79","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2901 S Palmetto Ave, Sanford, FL 32773"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,821""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2901 S Palmetto Ave"",""addressLocality"":""Sanford"",""addressRegion"":""FL"",""postalCode"":""32773""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":28.773705,""longitude"":-81.265434},""url"":""https://www.zillow.com/homedetails/2901-S-Palmetto-Ave-Sanford-FL-32773/2068904381_zpid/""}","","https://www.zillow.com/homedetails/2901-S-Palmetto-Ave-Sanford-FL-32773/2068904381_zpid/","2901 S Palmetto Ave, Sanford, FL 32773","OFFERPAD BROKERAGE FL, LLC","$345,000","- House for sale","4","bds","3","ba","1,821","sqft","","","https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/c952e89e8b9e40ac25c9e4b99f43dc4e-p_e.jpg","https://photos.zillowstatic.com/fp/5ffd969ab539f4625a95b337d502e206-p_e.jpg","https://photos.zillowstatic.com/fp/86ca4673d080ae8a8776ceb66d0c0346-p_e.jpg","Use arrow keys to navigate","Image 1 of 44","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1833 NE 2nd St, Cape Coral, FL 33909"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,793""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1833 NE 2nd St"",""addressLocality"":""Cape Coral"",""addressRegion"":""FL"",""postalCode"":""33909""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":26.656284,""longitude"":-81.93539},""url"":""https://www.zillow.com/homedetails/1833-NE-2nd-St-Cape-Coral-FL-33909/103339213_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""3D Tour Available - 1833 NE 2nd St"",""url"":""https://www.zillow.com/homedetails/1833-NE-2nd-St-Cape-Coral-FL-33909/103339213_zpid/"",""image"":""https://photos.zillowstatic.com/fp/eb4c81ee197b3caa8c2808b9184178d3-p_e.jpg"",""startDate"":""2023-09-20"",""endDate"":""2023-09-20"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/1833-NE-2nd-St-Cape-Coral-FL-33909/103339213_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""1833 NE 2nd St"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1833 NE 2nd St"",""postalCode"":""33909"",""addressLocality"":""Cape Coral"",""addressRegion"":""FL""}}],""offers"":{""price"":559000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/1833-NE-2nd-St-Cape-Coral-FL-33909/103339213_zpid/"",""validFrom"":""2023-09-20""},""performer"":""Home Team Advantage Realty""}","https://www.zillow.com/homedetails/1833-NE-2nd-St-Cape-Coral-FL-33909/103339213_zpid/","1833 NE 2nd St, Cape Coral, FL 33909","HOME TEAM ADVANTAGE REALTY, Cliff Woodhall","$559,000","- House for sale","4","bds","2","ba","1,793","sqft","3D Tour","Three Dimensional","","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/eb4c81ee197b3caa8c2808b9184178d3-p_e.jpg","https://photos.zillowstatic.com/fp/a65c34c00c1ac8ebd334bcc260893bf9-p_e.jpg","https://photos.zillowstatic.com/fp/7dc5deff12d8480a733c61d1a4f6eeb8-p_e.jpg","Use arrow keys to navigate","Image 1 of 48","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""106 Eider Ct, Fernandina Beach, FL 32034"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,719""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""106 Eider Ct"",""addressLocality"":""Fernandina Beach"",""addressRegion"":""FL"",""postalCode"":""32034""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":30.621378,""longitude"":-81.44229},""url"":""https://www.zillow.com/homedetails/106-Eider-Ct-Fernandina-Beach-FL-32034/45936425_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""Open House - 11:00 AM - 1:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/106-Eider-Ct-Fernandina-Beach-FL-32034/45936425_zpid/"",""startDate"":""2023-09-23T11:00:00"",""endDate"":""2023-09-23T13:00:00"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""106 Eider Ct"",""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":30.621378,""longitude"":-81.44229},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""106 Eider Ct"",""postalCode"":""32034"",""addressLocality"":""Fernandina Beach"",""addressRegion"":""FL""}},""image"":""https://photos.zillowstatic.com/fp/f3a7a396a97fbd80b72dcf0e8ed565ab-p_e.jpg"",""offers"":{""price"":650000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/106-Eider-Ct-Fernandina-Beach-FL-32034/45936425_zpid/"",""validFrom"":""2023-09-23T11:00:00""},""performer"":""BERKSHIRE HATHAWAY HomeServices CWREI""}","https://www.zillow.com/homedetails/106-Eider-Ct-Fernandina-Beach-FL-32034/45936425_zpid/","106 Eider Ct, Fernandina Beach, FL 32034","BERKSHIRE HATHAWAY HOMESERVICES CWREI","$650,000","- House for sale","3","bds","2","ba","1,719","sqft","Open: Sat. 11am-1pm","","","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/f3a7a396a97fbd80b72dcf0e8ed565ab-p_e.jpg","https://photos.zillowstatic.com/fp/7a1957cb30bbaefec9590e888c462af4-p_e.jpg","https://photos.zillowstatic.com/fp/5e2a001fa861052e2140cf2d9cf6fc62-p_e.jpg","Use arrow keys to navigate","Image 1 of 34","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""103 NW White Oak Gln, Lake City, FL 32055"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,150""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""103 NW White Oak Gln"",""addressLocality"":""Lake City"",""addressRegion"":""FL"",""postalCode"":""32055""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":30.20711,""longitude"":-82.668915},""url"":""https://www.zillow.com/homedetails/103-NW-White-Oak-Gln-Lake-City-FL-32055/43721391_zpid/""}","","https://www.zillow.com/homedetails/103-NW-White-Oak-Gln-Lake-City-FL-32055/43721391_zpid/","103 NW White Oak Gln, Lake City, FL 32055","POOLE REALTY INC.","$235,000","- House for sale","5","bds","3","ba","3,150","sqft","Price cut: $24,900 (Sep 19)","","","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/5bd656e438b1423c0e7eb6690c449dbb-p_e.jpg","https://photos.zillowstatic.com/fp/8cc108b2d084f6b9a9fd7b9b6a27012b-p_e.jpg","https://photos.zillowstatic.com/fp/b3dfb0bd001f41458ce39ed9af2cef62-p_e.jpg","Use arrow keys to navigate","Image 1 of 45","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4186 Attaway Ln, Pt Charlotte, FL 33981"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,648""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4186 Attaway Ln"",""addressLocality"":""Pt Charlotte"",""addressRegion"":""FL"",""postalCode"":""33981""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":26.969687,""longitude"":-82.24355},""url"":""https://www.zillow.com/homedetails/4186-Attaway-Ln-Pt-Charlotte-FL-33981/43556303_zpid/""}","","https://www.zillow.com/homedetails/4186-Attaway-Ln-Pt-Charlotte-FL-33981/43556303_zpid/","4186 Attaway Ln, Pt Charlotte, FL 33981","KW PEACE RIVER PARTNERS","$299,900","- House for sale","3","bds","2","ba","1,648","sqft","","","https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/17e53b0a8ef54c952c26cbd800978b03-p_e.jpg","https://photos.zillowstatic.com/fp/d3414871c3bc89f536cedb5c4439669d-p_e.jpg","https://photos.zillowstatic.com/fp/52a995f809bae90a523bdd448993f697-p_e.jpg","Use arrow keys to navigate","Image 1 of 96","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1998 58th Ave S, Saint Petersburg, FL 33712"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,992""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1998 58th Ave S"",""addressLocality"":""Saint Petersburg"",""addressRegion"":""FL"",""postalCode"":""33712""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":27.715475,""longitude"":-82.65853},""url"":""https://www.zillow.com/homedetails/1998-58th-Ave-S-Saint-Petersburg-FL-33712/47061293_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""3D Tour Available - 1998 58th Ave S"",""url"":""https://www.zillow.com/homedetails/1998-58th-Ave-S-Saint-Petersburg-FL-33712/47061293_zpid/"",""image"":""https://photos.zillowstatic.com/fp/0f3942f0d0370b409e3d33cbcb0424ff-p_e.jpg"",""startDate"":""2023-09-20"",""endDate"":""2023-09-20"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/1998-58th-Ave-S-Saint-Petersburg-FL-33712/47061293_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""1998 58th Ave S"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1998 58th Ave S"",""postalCode"":""33712"",""addressLocality"":""Saint Petersburg"",""addressRegion"":""FL""}}],""offers"":{""price"":560436,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/1998-58th-Ave-S-Saint-Petersburg-FL-33712/47061293_zpid/"",""validFrom"":""2023-09-20""},""performer"":""Century 21 List With Beggins""}","https://www.zillow.com/homedetails/1998-58th-Ave-S-Saint-Petersburg-FL-33712/47061293_zpid/","1998 58th Ave S, Saint Petersburg, FL 33712","CENTURY 21 LIST WITH BEGGINS","$560,436","- House for sale","4","bds","3","ba","1,992","sqft","3D Tour","Three Dimensional","https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/0f3942f0d0370b409e3d33cbcb0424ff-p_e.jpg","https://photos.zillowstatic.com/fp/7e28e652013e6670b9dfa659dffe37c2-p_e.jpg","https://photos.zillowstatic.com/fp/8d3cf9a0e3f4275d303fcead950292a3-p_e.jpg","Use arrow keys to navigate","Image 1 of 42","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5349 1st St, Saint Augustine, FL 32080"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,676""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5349 1st St"",""addressLocality"":""Saint Augustine"",""addressRegion"":""FL"",""postalCode"":""32080""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":29.796633,""longitude"":-81.264145},""url"":""https://www.zillow.com/homedetails/5349-1st-St-Saint-Augustine-FL-32080/47772549_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""3D Tour Available - 5349 1st St"",""url"":""https://www.zillow.com/homedetails/5349-1st-St-Saint-Augustine-FL-32080/47772549_zpid/"",""image"":""https://photos.zillowstatic.com/fp/3a9616809da221f77ee32871318b7613-p_e.jpg"",""startDate"":""2023-09-20"",""endDate"":""2023-09-20"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/5349-1st-St-Saint-Augustine-FL-32080/47772549_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""5349 1st St"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5349 1st St"",""postalCode"":""32080"",""addressLocality"":""Saint Augustine"",""addressRegion"":""FL""}}],""offers"":{""price"":795000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/5349-1st-St-Saint-Augustine-FL-32080/47772549_zpid/"",""validFrom"":""2023-09-20""},""performer"":""The Newcomer Group""}","https://www.zillow.com/homedetails/5349-1st-St-Saint-Augustine-FL-32080/47772549_zpid/","5349 1st St, Saint Augustine, FL 32080","THE NEWCOMER GROUP","$795,000","- House for sale","3","bds","2","ba","1,676","sqft","Showcase","Sparkle","","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/3a9616809da221f77ee32871318b7613-p_e.jpg","https://photos.zillowstatic.com/fp/ce66e039acd268a43099ed103e3545d9-p_e.jpg","https://photos.zillowstatic.com/fp/c7b543e16e951e21fc1c132c1c06f9ad-p_e.jpg","Use arrow keys to navigate","Image 1 of 36","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1506 Chapman Oak Ct, Kissimmee, FL 34747"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,595""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1506 Chapman Oak Ct"",""addressLocality"":""Kissimmee"",""addressRegion"":""FL"",""postalCode"":""34747""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":28.304392,""longitude"":-81.59759},""url"":""https://www.zillow.com/homedetails/1506-Chapman-Oak-Ct-Kissimmee-FL-34747/46301437_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""3D Tour Available - 1506 Chapman Oak Ct"",""url"":""https://www.zillow.com/homedetails/1506-Chapman-Oak-Ct-Kissimmee-FL-34747/46301437_zpid/"",""image"":""https://photos.zillowstatic.com/fp/b534354523d49704dfd27c6900bb0f2a-p_e.jpg"",""startDate"":""2023-09-20"",""endDate"":""2023-09-20"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/1506-Chapman-Oak-Ct-Kissimmee-FL-34747/46301437_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""1506 Chapman Oak Ct"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1506 Chapman Oak Ct"",""postalCode"":""34747"",""addressLocality"":""Kissimmee"",""addressRegion"":""FL""}}],""offers"":{""price"":380000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/1506-Chapman-Oak-Ct-Kissimmee-FL-34747/46301437_zpid/"",""validFrom"":""2023-09-20""},""performer"":""The Jerry Barker Group LLC""}","https://www.zillow.com/homedetails/1506-Chapman-Oak-Ct-Kissimmee-FL-34747/46301437_zpid/","1506 Chapman Oak Ct, Kissimmee, FL 34747","THE JERRY BARKER GROUP LLC","$380,000","- House for sale","3","bds","2","ba","1,595","sqft","3D Tour","Three Dimensional","https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/b534354523d49704dfd27c6900bb0f2a-p_e.jpg","https://photos.zillowstatic.com/fp/70d3724cffa31faf1d8ec9c0161cd73e-p_e.jpg","https://photos.zillowstatic.com/fp/18fb77f74be0d504221079bca27e59fe-p_e.jpg","Use arrow keys to navigate","Image 1 of 35","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6853 Rickwood Dr, Pensacola, FL 32526"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,138""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6853 Rickwood Dr"",""addressLocality"":""Pensacola"",""addressRegion"":""FL"",""postalCode"":""32526""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":30.491781,""longitude"":-87.320145},""url"":""https://www.zillow.com/homedetails/6853-Rickwood-Dr-Pensacola-FL-32526/44683378_zpid/""}","","https://www.zillow.com/homedetails/6853-Rickwood-Dr-Pensacola-FL-32526/44683378_zpid/","6853 Rickwood Dr, Pensacola, FL 32526","COLDWELL BANKER REALTY","$315,000","- House for sale","3","bds","2","ba","2,138","sqft","6 days on Zillow","Chevron Left","","Previous photo","Chevron Right","Next photo","","https://photos.zillowstatic.com/fp/2979490e33f15f5453085abca5cb349a-p_e.jpg","https://photos.zillowstatic.com/fp/d6ec7504946bfab91260881303c6c685-p_e.jpg","https://photos.zillowstatic.com/fp/df3bef22829ca21a11b3da8a493f265e-p_e.jpg","Use arrow keys to navigate","Image 1 of 32","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2940 Bourbon St, Grove City, FL 34224"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,008""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2940 Bourbon St"",""addressLocality"":""Grove City"",""addressRegion"":""FL"",""postalCode"":""34224""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":26.910759,""longitude"":-82.328705},""url"":""https://www.zillow.com/homedetails/2940-Bourbon-St-Grove-City-FL-34224/43568276_zpid/""}","","https://www.zillow.com/homedetails/2940-Bourbon-St-Grove-City-FL-34224/43568276_zpid/","2940 Bourbon St, Grove City, FL 34224","KW PEACE RIVER PARTNERS","$299,000","- House for sale","3","bds","2","ba","1,008","sqft","","","https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/367395f1f6cdee3f7fde696ed27e5c4d-p_e.jpg","https://photos.zillowstatic.com/fp/9a7ac9571ab2eeddb9533f72174d2d92-p_e.jpg","https://photos.zillowstatic.com/fp/32a1f435936e09477efefa16263ae261-p_e.jpg","Use arrow keys to navigate","Image 1 of 55","Save this home"
