"ListItem-c11n-8-84-3__sc-10e22w8-0","ListItem-c11n-8-84-3__sc-10e22w8-0 2","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 2","PropertyCardWrapper__StyledPriceLine-srp__sc-16e8gqd-1","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0","Icon-c11n-8-84-3__sc-13llmml-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 2","Icon-c11n-8-84-3__sc-13llmml-0 3","Image-c11n-8-84-3__sc-1rtmhsc-0 src","Anchor-c11n-8-84-3__sc-hn4bge-0 href 2","Image-c11n-8-84-3__sc-1rtmhsc-0 src 2","Anchor-c11n-8-84-3__sc-hn4bge-0 href 3","Image-c11n-8-84-3__sc-1rtmhsc-0 src 3","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 3","StyledButtonIcon-c11n-8-84-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""258 N Hill Rd, Rexburg, ID 83440"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,096""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""258 N Hill Rd"",""addressLocality"":""Rexburg"",""addressRegion"":""ID"",""postalCode"":""83440""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.831566,""longitude"":-111.76169},""url"":""https://www.zillow.com/homedetails/258-N-Hill-Rd-Rexburg-ID-83440/115539011_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""3D Tour Available - 258 N Hill Rd"",""url"":""https://www.zillow.com/homedetails/258-N-Hill-Rd-Rexburg-ID-83440/115539011_zpid/"",""image"":""https://photos.zillowstatic.com/fp/37b343c7246b472474db57377eaac5bc-p_e.jpg"",""startDate"":""2023-09-28"",""endDate"":""2023-09-28"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/258-N-Hill-Rd-Rexburg-ID-83440/115539011_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""258 N Hill Rd"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""258 N Hill Rd"",""postalCode"":""83440"",""addressLocality"":""Rexburg"",""addressRegion"":""ID""}}],""offers"":{""price"":485000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/258-N-Hill-Rd-Rexburg-ID-83440/115539011_zpid/"",""validFrom"":""2023-09-28""},""performer"":""Keller Williams Realty East Idaho""}","https://www.zillow.com/homedetails/258-N-Hill-Rd-Rexburg-ID-83440/115539011_zpid/","258 N Hill Rd, Rexburg, ID 83440","KELLER WILLIAMS REALTY EAST IDAHO","$485,000","- House for sale","5","bds","3","ba","3,096","sqft","3D Tour","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/37b343c7246b472474db57377eaac5bc-p_e.jpg","https://www.zillow.com/homedetails/258-N-Hill-Rd-Rexburg-ID-83440/115539011_zpid/","https://photos.zillowstatic.com/fp/f3d9bc7a37a78acedf9500f0d2205877-p_e.jpg","https://www.zillow.com/homedetails/258-N-Hill-Rd-Rexburg-ID-83440/115539011_zpid/","https://photos.zillowstatic.com/fp/4c16d83739d282eb962a6b75544545af-p_e.jpg","Use arrow keys to navigate","Image 1 of 69","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""148 Glascock Rd, Weiser, ID 83672"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,134""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""148 Glascock Rd"",""addressLocality"":""Weiser"",""addressRegion"":""ID"",""postalCode"":""83672""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":44.172646,""longitude"":-116.89138},""url"":""https://www.zillow.com/homedetails/148-Glascock-Rd-Weiser-ID-83672/194654158_zpid/""}","","https://www.zillow.com/homedetails/148-Glascock-Rd-Weiser-ID-83672/194654158_zpid/","148 Glascock Rd, Weiser, ID 83672","TWO RIVERS REAL ESTATE COMPANY, LLC","$379,900","- Active","4","bds","2","ba","2,134","sqft","Price cut: $19,100 (Aug 14)","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/bfccbdb5af5014d5df01b1821a9bc6be-p_e.jpg","https://www.zillow.com/homedetails/148-Glascock-Rd-Weiser-ID-83672/194654158_zpid/","https://photos.zillowstatic.com/fp/b1356c2d546f917ea7e4273b8c903874-p_e.jpg","https://www.zillow.com/homedetails/148-Glascock-Rd-Weiser-ID-83672/194654158_zpid/","https://photos.zillowstatic.com/fp/31977b7294a6f60d24c787675e7143c2-p_e.jpg","Use arrow keys to navigate","Image 1 of 33","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""374 Mattwood Dr, Pocatello, ID 83204"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,659""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""374 Mattwood Dr"",""addressLocality"":""Pocatello"",""addressRegion"":""ID"",""postalCode"":""83204""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":42.85177,""longitude"":-112.439926},""url"":""https://www.zillow.com/homedetails/374-Mattwood-Dr-Pocatello-ID-83204/113836596_zpid/""}","","https://www.zillow.com/homedetails/374-Mattwood-Dr-Pocatello-ID-83204/113836596_zpid/","374 Mattwood Dr, Pocatello, ID 83204","SILVERCREEK REALTY GROUP","$299,500","- House for sale","4","bds","2","ba","1,659","sqft","1 day on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/014924a8bf0857f30947cdca933a1e97-p_e.jpg","https://www.zillow.com/homedetails/374-Mattwood-Dr-Pocatello-ID-83204/113836596_zpid/","https://photos.zillowstatic.com/fp/e60da825c07a5ca2ef7f2ad0a66c6e70-p_e.jpg","https://www.zillow.com/homedetails/374-Mattwood-Dr-Pocatello-ID-83204/113836596_zpid/","https://photos.zillowstatic.com/fp/8219e8cfe18eda57a2245f32afc2e910-p_e.jpg","Use arrow keys to navigate","Image 1 of 24","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""341 W Dustarr Ln, Ponderay, ID 83852"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,860""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""341 W Dustarr Ln"",""addressLocality"":""Ponderay"",""addressRegion"":""ID"",""postalCode"":""83852""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":48.31141,""longitude"":-116.5403},""url"":""https://www.zillow.com/homedetails/341-W-Dustarr-Ln-Ponderay-ID-83852/2055986653_zpid/""}","","https://www.zillow.com/homedetails/341-W-Dustarr-Ln-Ponderay-ID-83852/2055986653_zpid/","341 W Dustarr Ln, Ponderay, ID 83852","TOMLINSON SOTHEBY`S INTL. REALTY","$570,000","- House for sale","4","bds","3","ba","1,860","sqft","Price cut: $29,000 (Sep 22)","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/02e12d3f8a085f0cb1f0762402283953-p_e.jpg","https://www.zillow.com/homedetails/341-W-Dustarr-Ln-Ponderay-ID-83852/2055986653_zpid/","https://photos.zillowstatic.com/fp/9e299cbee4eb380ab63e9e327f4d3017-p_e.jpg","https://www.zillow.com/homedetails/341-W-Dustarr-Ln-Ponderay-ID-83852/2055986653_zpid/","https://photos.zillowstatic.com/fp/93cdb70a1d4786660f07e3356668600b-p_e.jpg","Use arrow keys to navigate","Image 1 of 37","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3709 W Rose Hill St, Boise, ID 83705"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,972""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3709 W Rose Hill St"",""addressLocality"":""Boise"",""addressRegion"":""ID"",""postalCode"":""83705""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.60045,""longitude"":-116.22766},""url"":""https://www.zillow.com/homedetails/3709-W-Rose-Hill-St-Boise-ID-83705/79593322_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""Open House - 5:00 - 7:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/3709-W-Rose-Hill-St-Boise-ID-83705/79593322_zpid/"",""startDate"":""2023-09-29T17:00:00"",""endDate"":""2023-09-29T19:00:00"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""3709 W Rose Hill St"",""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.60045,""longitude"":-116.22766},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3709 W Rose Hill St"",""postalCode"":""83705"",""addressLocality"":""Boise"",""addressRegion"":""ID""}},""image"":""https://photos.zillowstatic.com/fp/971b18244e9881b67f48728b67c8f563-p_e.jpg"",""offers"":{""price"":464900,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/3709-W-Rose-Hill-St-Boise-ID-83705/79593322_zpid/"",""validFrom"":""2023-09-29T17:00:00""},""performer"":""Better Homes & Gardens 43North""}","https://www.zillow.com/homedetails/3709-W-Rose-Hill-St-Boise-ID-83705/79593322_zpid/","3709 W Rose Hill St, Boise, ID 83705","BETTER HOMES & GARDENS 43NORTH","$464,900","- Active","3","bds","2","ba","1,972","sqft","Open: Fri. 5-7pm","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/971b18244e9881b67f48728b67c8f563-p_e.jpg","https://www.zillow.com/homedetails/3709-W-Rose-Hill-St-Boise-ID-83705/79593322_zpid/","https://photos.zillowstatic.com/fp/9ed9a149e5cb80a88eb4e2e78becdf62-p_e.jpg","https://www.zillow.com/homedetails/3709-W-Rose-Hill-St-Boise-ID-83705/79593322_zpid/","https://photos.zillowstatic.com/fp/558326e59e8ef8d293791d92cad65f84-p_e.jpg","Use arrow keys to navigate","Image 1 of 33","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Trail Drive Rd, Melba, ID 83641"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Trail Drive Rd"",""addressLocality"":""Melba"",""addressRegion"":""ID"",""postalCode"":""83641""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.337116,""longitude"":-116.66392},""url"":""https://www.zillow.com/homedetails/Trail-Drive-Rd-Melba-ID-83641/2071914682_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""3D Tour Available - Trail Drive Rd"",""url"":""https://www.zillow.com/homedetails/Trail-Drive-Rd-Melba-ID-83641/2071914682_zpid/"",""image"":""https://photos.zillowstatic.com/fp/a366209ecaab356f3617cb7c47cc367b-p_e.jpg"",""startDate"":""2023-09-28"",""endDate"":""2023-09-28"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/Trail-Drive-Rd-Melba-ID-83641/2071914682_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""Trail Drive Rd"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Trail Drive Rd"",""postalCode"":""83641"",""addressLocality"":""Melba"",""addressRegion"":""ID""}}],""offers"":{""price"":55000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/Trail-Drive-Rd-Melba-ID-83641/2071914682_zpid/"",""validFrom"":""2023-09-28""},""performer"":""Fathom Realty""}","https://www.zillow.com/homedetails/Trail-Drive-Rd-Melba-ID-83641/2071914682_zpid/","Trail Drive Rd, Melba, ID 83641","FATHOM REALTY","$55,000","- Active","5.51 acres lot","","","","","","3D Tour","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/a366209ecaab356f3617cb7c47cc367b-p_e.jpg","https://www.zillow.com/homedetails/Trail-Drive-Rd-Melba-ID-83641/2071914682_zpid/","https://photos.zillowstatic.com/fp/3546986a5f60793ca1f27be74420fad0-p_e.jpg","https://www.zillow.com/homedetails/Trail-Drive-Rd-Melba-ID-83641/2071914682_zpid/","https://photos.zillowstatic.com/fp/9be3e20e53b0d8b361bfede0a73097db-p_e.jpg","Use arrow keys to navigate","Image 1 of 6","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1356 N Highway 41 Trailer 9, Post Falls, ID 83854"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""924""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1356 N Highway 41 TRAILER 9"",""addressLocality"":""Post Falls"",""addressRegion"":""ID"",""postalCode"":""83854""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":47.720387,""longitude"":-116.89306},""url"":""https://www.zillow.com/homedetails/1356-N-Highway-41-TRAILER-9-Post-Falls-ID-83854/121773089_zpid/""}","","https://www.zillow.com/homedetails/1356-N-Highway-41-TRAILER-9-Post-Falls-ID-83854/121773089_zpid/","1356 N Highway 41 TRAILER 9, Post Falls, ID 83854","WINDERMERE/COEUR D'ALENE REALTY INC - PF","$85,000","- Home for sale","2","bds","1","ba","924","sqft","12 hours ago","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/276c0fde4efe4a8706d44b5e73964fa5-p_e.jpg","https://www.zillow.com/homedetails/1356-N-Highway-41-TRAILER-9-Post-Falls-ID-83854/121773089_zpid/","https://photos.zillowstatic.com/fp/44ddf8a578da6fcd5bd85afdb8bd0e0f-p_e.jpg","https://www.zillow.com/homedetails/1356-N-Highway-41-TRAILER-9-Post-Falls-ID-83854/121773089_zpid/","https://photos.zillowstatic.com/fp/f85965b4878405dcbe3d49b7b46bb377-p_e.jpg","Use arrow keys to navigate","Image 1 of 16","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3 Garden Ln, Mccall, ID 83638"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,344""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3 Garden Ln"",""addressLocality"":""McCall"",""addressRegion"":""ID"",""postalCode"":""83638""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":44.85262,""longitude"":-116.09141},""url"":""https://www.zillow.com/homedetails/3-Garden-Ln-McCall-ID-83638/233361063_zpid/""}","","https://www.zillow.com/homedetails/3-Garden-Ln-McCall-ID-83638/233361063_zpid/","3 Garden Ln, McCall, ID 83638","","$429,900","- House for sale","3","bds","2","ba","1,344","sqft","Price cut: $20,000 (Sep 22)","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/7d2a28e6d4b82132c91309d4bcb7ab5e-p_e.jpg","https://www.zillow.com/homedetails/3-Garden-Ln-McCall-ID-83638/233361063_zpid/","https://photos.zillowstatic.com/fp/41ed4e3718b3e0fc0a85bafaf221156a-p_e.jpg","https://www.zillow.com/homedetails/3-Garden-Ln-McCall-ID-83638/233361063_zpid/","https://photos.zillowstatic.com/fp/7fa97535203a9044acd47795e2c43b77-p_e.jpg","Use arrow keys to navigate","Image 1 of 55","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3550 Thumper Ln, Idaho Falls, ID 83406"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""4,059""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3550 Thumper Ln"",""addressLocality"":""Idaho Falls"",""addressRegion"":""ID"",""postalCode"":""83406""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.409264,""longitude"":-111.96316},""url"":""https://www.zillow.com/homedetails/3550-Thumper-Ln-Idaho-Falls-ID-83406/76920852_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""Open House - 10:00 AM - 0:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/3550-Thumper-Ln-Idaho-Falls-ID-83406/76920852_zpid/"",""startDate"":""2023-09-30T10:00:00"",""endDate"":""2023-09-30T12:00:00"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""3550 Thumper Ln"",""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.409264,""longitude"":-111.96316},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3550 Thumper Ln"",""postalCode"":""83406"",""addressLocality"":""Idaho Falls"",""addressRegion"":""ID""}},""image"":""https://photos.zillowstatic.com/fp/5856e51155029a6277cd7442ed82f3f9-p_e.jpg"",""offers"":{""price"":625000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/3550-Thumper-Ln-Idaho-Falls-ID-83406/76920852_zpid/"",""validFrom"":""2023-09-30T10:00:00""},""performer"":""eXp Realty LLC""}","https://www.zillow.com/homedetails/3550-Thumper-Ln-Idaho-Falls-ID-83406/76920852_zpid/","3550 Thumper Ln, Idaho Falls, ID 83406","EXP REALTY LLC","$625,000","- House for sale","4","bds","4","ba","4,059","sqft","Open: Sat. 10am-12pm","Previous photo","Chevron Left","Next photo","Chevron Right","","https://www.zillow.com/homedetails/3550-Thumper-Ln-Idaho-Falls-ID-83406/76920852_zpid/","https://photos.zillowstatic.com/fp/5856e51155029a6277cd7442ed82f3f9-p_e.jpg","https://www.zillow.com/homedetails/3550-Thumper-Ln-Idaho-Falls-ID-83406/76920852_zpid/","https://photos.zillowstatic.com/fp/a044281e7cf535ca9cbb2630352134b9-p_e.jpg","Use arrow keys to navigate","Image 1 of 75","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""571 Johns Creek Rd, Saint Maries, ID 83861"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,170""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""571 Johns Creek Rd"",""addressLocality"":""Saint Maries"",""addressRegion"":""ID"",""postalCode"":""83861""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":47.1367,""longitude"":-116.58541},""url"":""https://www.zillow.com/homedetails/571-Johns-Creek-Rd-Saint-Maries-ID-83861/117851645_zpid/""}","","https://www.zillow.com/homedetails/571-Johns-Creek-Rd-Saint-Maries-ID-83861/117851645_zpid/","571 Johns Creek Rd, Saint Maries, ID 83861","ST MARIES REALTY","$419,000","- House for sale","3","bds","2","ba","2,170","sqft","21 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/dc3c18815b8452e07a013dad8452447e-p_e.jpg","https://www.zillow.com/homedetails/571-Johns-Creek-Rd-Saint-Maries-ID-83861/117851645_zpid/","https://photos.zillowstatic.com/fp/901ea0a2f7bafaf35c78ad1c7541a527-p_e.jpg","https://www.zillow.com/homedetails/571-Johns-Creek-Rd-Saint-Maries-ID-83861/117851645_zpid/","https://photos.zillowstatic.com/fp/b081eb48d44d9a20138a82fe73173e2c-p_e.jpg","Use arrow keys to navigate","Image 1 of 38","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3521 W Windsor Dr, Boise, ID 83705"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,030""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3521 W Windsor Dr"",""addressLocality"":""Boise"",""addressRegion"":""ID"",""postalCode"":""83705""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.598125,""longitude"":-116.225395},""url"":""https://www.zillow.com/homedetails/3521-W-Windsor-Dr-Boise-ID-83705/79608914_zpid/""}","","https://www.zillow.com/homedetails/3521-W-Windsor-Dr-Boise-ID-83705/79608914_zpid/","3521 W Windsor Dr, Boise, ID 83705","CORBETT REAL ESTATE AUCTIONS","$349K","- Active","3","bds","2","ba","2,030","sqft","27 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/53dea051368cafa9afff237cb9e37219-p_e.jpg","https://www.zillow.com/homedetails/3521-W-Windsor-Dr-Boise-ID-83705/79608914_zpid/","https://photos.zillowstatic.com/fp/c8fbffd81d9267f7de6b2df686b7756e-p_e.jpg","https://www.zillow.com/homedetails/3521-W-Windsor-Dr-Boise-ID-83705/79608914_zpid/","https://photos.zillowstatic.com/fp/791005430e4c57a659a201d9d8b93918-p_e.jpg","Use arrow keys to navigate","Image 1 of 17","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""132 W Crestview Dr, Post Falls, ID 83854"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,116""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""132 W Crestview Dr"",""addressLocality"":""Post Falls"",""addressRegion"":""ID"",""postalCode"":""83854""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":47.73174,""longitude"":-116.94833},""url"":""https://www.zillow.com/homedetails/132-W-Crestview-Dr-Post-Falls-ID-83854/204535981_zpid/""}","","https://www.zillow.com/homedetails/132-W-Crestview-Dr-Post-Falls-ID-83854/204535981_zpid/","132 W Crestview Dr, Post Falls, ID 83854","EXP REALTY","$270,000","- Home for sale","3","bds","2","ba","1,116","sqft","8 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/af71be92f1579183890b260172de32cc-p_e.jpg","https://www.zillow.com/homedetails/132-W-Crestview-Dr-Post-Falls-ID-83854/204535981_zpid/","https://photos.zillowstatic.com/fp/abc4d10b01a2e3359f85241628e6cc38-p_e.jpg","https://www.zillow.com/homedetails/132-W-Crestview-Dr-Post-Falls-ID-83854/204535981_zpid/","https://photos.zillowstatic.com/fp/393d0f9bf46c33923a48d85dbb47fd75-p_e.jpg","Use arrow keys to navigate","Image 1 of 31","Save this home"
