"ListItem-c11n-8-84-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 2","PropertyCardWrapper__StyledPriceLine-srp__sc-16e8gqd-1","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0","Icon-c11n-8-84-3__sc-13llmml-0","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 2","Icon-c11n-8-84-3__sc-13llmml-0 2","Anchor-c11n-8-84-3__sc-hn4bge-0 href","Image-c11n-8-84-3__sc-1rtmhsc-0 src","Image-c11n-8-84-3__sc-1rtmhsc-0 src 2","Image-c11n-8-84-3__sc-1rtmhsc-0 src 3","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 3","StyledButtonIcon-c11n-8-84-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3820 Tranquill Ter, Guthrie, OK 73044"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,134""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3820 Tranquill Ter"",""addressLocality"":""Guthrie"",""addressRegion"":""OK"",""postalCode"":""73044""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.837162,""longitude"":-97.322334},""url"":""https://www.zillow.com/homedetails/3820-Tranquill-Ter-Guthrie-OK-73044/21798740_zpid/""}","https://www.zillow.com/homedetails/3820-Tranquill-Ter-Guthrie-OK-73044/21798740_zpid/","3820 Tranquill Ter, Guthrie, OK 73044","EXP REALTY, Tara Levinson","$280,000","- House for sale","3","bds","2","ba","2,134","sqft","3D Tour","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/3820-Tranquill-Ter-Guthrie-OK-73044/21798740_zpid/","https://photos.zillowstatic.com/fp/4cbb8be8b8ba4bcf578bb4f582f8ecc2-p_e.jpg","https://photos.zillowstatic.com/fp/79d394d88af3d5c915c26c6174a727e8-p_e.jpg","https://photos.zillowstatic.com/fp/89644124d465f477e1c7de3a9448df39-p_e.jpg","Use arrow keys to navigate","Image 1 of 26","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""705 N Bryan St, Okmulgee, OK 74447"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,269""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""705 N Bryan St"",""addressLocality"":""Okmulgee"",""addressRegion"":""OK"",""postalCode"":""74447""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.62936,""longitude"":-95.980675},""url"":""https://www.zillow.com/homedetails/705-N-Bryan-St-Okmulgee-OK-74447/86075015_zpid/""}","https://www.zillow.com/homedetails/705-N-Bryan-St-Okmulgee-OK-74447/86075015_zpid/","705 N Bryan St, Okmulgee, OK 74447","KELLER WILLIAMS ADVANTAGE, Jamie Goodnight","$119,500","- House for sale","2","bds","1","ba","1,269","sqft","15 hours ago","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/705-N-Bryan-St-Okmulgee-OK-74447/86075015_zpid/","https://photos.zillowstatic.com/fp/887f8ba49fee0619595a249cf5a492ab-p_e.jpg","https://photos.zillowstatic.com/fp/d07133f49c48e0f19643fb766d3ea0f6-p_e.jpg","https://photos.zillowstatic.com/fp/37e48f44c50a1e0e842ead178cca6914-p_e.jpg","Use arrow keys to navigate","Image 1 of 12","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2708 E 14th Pl, Tulsa, OK 74104"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,579""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2708 E 14th Pl"",""addressLocality"":""Tulsa"",""addressRegion"":""OK"",""postalCode"":""74104""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.141266,""longitude"":-95.95118},""url"":""https://www.zillow.com/homedetails/2708-E-14th-Pl-Tulsa-OK-74104/22111275_zpid/""}","https://www.zillow.com/homedetails/2708-E-14th-Pl-Tulsa-OK-74104/22111275_zpid/","2708 E 14th Pl, Tulsa, OK 74104","MCGRAW, REALTORS, Buck Cowen","$420,000","- House for sale","4","bds","3","ba","2,579","sqft","Open: Sun. 2-4pm","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2708-E-14th-Pl-Tulsa-OK-74104/22111275_zpid/","https://photos.zillowstatic.com/fp/b467214c7eb873418fcb802869eb3144-p_e.jpg","https://photos.zillowstatic.com/fp/e7396a68edd81349ef7c6c481bd274ad-p_e.jpg","https://photos.zillowstatic.com/fp/ddadc2ec573b9e39144f8229b4958900-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4511 S Joplin Ave, Tulsa, OK 74135"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,707""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4511 S Joplin Ave"",""addressLocality"":""Tulsa"",""addressRegion"":""OK"",""postalCode"":""74135""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.098495,""longitude"":-95.91007},""url"":""https://www.zillow.com/homedetails/4511-S-Joplin-Ave-Tulsa-OK-74135/22119909_zpid/""}","https://www.zillow.com/homedetails/4511-S-Joplin-Ave-Tulsa-OK-74135/22119909_zpid/","4511 S Joplin Ave, Tulsa, OK 74135","CHINOWTH & COHEN, Megan Forehand","$249,500","- House for sale","3","bds","2","ba","1,707","sqft","4 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/4511-S-Joplin-Ave-Tulsa-OK-74135/22119909_zpid/","https://photos.zillowstatic.com/fp/f5209abe90d4419c48a09ecb901fd706-p_e.jpg","https://photos.zillowstatic.com/fp/de813f7f7b1d3bb6206bfe6c636a8f50-p_e.jpg","https://photos.zillowstatic.com/fp/5091f497db086cb25bd3bf2a01074da7-p_e.jpg","Use arrow keys to navigate","Image 1 of 26","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10708 E 114th St S, Bixby, OK 74008"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,959""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10708 E 114th St S"",""addressLocality"":""Bixby"",""addressRegion"":""OK"",""postalCode"":""74008""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.99795,""longitude"":-95.85808},""url"":""https://www.zillow.com/homedetails/10708-E-114th-St-S-Bixby-OK-74008/22202202_zpid/""}","https://www.zillow.com/homedetails/10708-E-114th-St-S-Bixby-OK-74008/22202202_zpid/","10708 E 114th St S, Bixby, OK 74008","C21/FIRST CHOICE REALTY, Kelsey Mink","$280,000","- House for sale","3","bds","2","ba","1,959","sqft","5 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/10708-E-114th-St-S-Bixby-OK-74008/22202202_zpid/","https://photos.zillowstatic.com/fp/a3973ec649567ffdc380b17b53f06a47-p_e.jpg","https://photos.zillowstatic.com/fp/70315a1d9079aa45db344cec262ac1ba-p_e.jpg","https://photos.zillowstatic.com/fp/b16dfc10e3197fadd617bd077fd228c7-p_e.jpg","Use arrow keys to navigate","Image 1 of 49","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""31943 Dogwood Cir, Afton, OK 74331"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,344""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""31943 Dogwood Cir"",""addressLocality"":""Afton"",""addressRegion"":""OK"",""postalCode"":""74331""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.554455,""longitude"":-94.9336},""url"":""https://www.zillow.com/homedetails/31943-Dogwood-Cir-Afton-OK-74331/231563017_zpid/""}","https://www.zillow.com/homedetails/31943-Dogwood-Cir-Afton-OK-74331/231563017_zpid/","31943 Dogwood Cir, Afton, OK 74331","KELLER WILLIAMS ADVANTAGE, Darla L Koetter","$245,000","- House for sale","2","bds","2","ba","1,344","sqft","6 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/31943-Dogwood-Cir-Afton-OK-74331/231563017_zpid/","https://photos.zillowstatic.com/fp/596f785a04c88d5eb526e11eb4fd178c-p_e.jpg","https://photos.zillowstatic.com/fp/f559cec66531ea3d4251d6620e0b0356-p_e.jpg","https://photos.zillowstatic.com/fp/1409ad06515193d25f1d12970e982fc1-p_e.jpg","Use arrow keys to navigate","Image 1 of 37","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""220 W Monterey Ave, Sapulpa, OK 74066"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,404""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""220 W Monterey Ave"",""addressLocality"":""Sapulpa"",""addressRegion"":""OK"",""postalCode"":""74066""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.97277,""longitude"":-96.11599},""url"":""https://www.zillow.com/homedetails/220-W-Monterey-Ave-Sapulpa-OK-74066/21776397_zpid/""}","https://www.zillow.com/homedetails/220-W-Monterey-Ave-Sapulpa-OK-74066/21776397_zpid/","220 W Monterey Ave, Sapulpa, OK 74066","COLDWELL BANKER SELECT, Pam Dobbs","$144,900","- House for sale","4","bds","2","ba","1,404","sqft","21 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/220-W-Monterey-Ave-Sapulpa-OK-74066/21776397_zpid/","https://photos.zillowstatic.com/fp/4c03e6199b7236e56cebb8026a60a1fc-p_e.jpg","https://photos.zillowstatic.com/fp/c3344126daba2b7f7cd2a471288680a6-p_e.jpg","https://photos.zillowstatic.com/fp/e875af55b6a0824b7bf40d0c77eebf54-p_e.jpg","Use arrow keys to navigate","Image 1 of 18","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""32112 E 721st Rd, Wagoner, OK 74467"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,566""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""32112 E 721st Rd"",""addressLocality"":""Wagoner"",""addressRegion"":""OK"",""postalCode"":""74467""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.971478,""longitude"":-95.31268},""url"":""https://www.zillow.com/homedetails/32112-E-721st-Rd-Wagoner-OK-74467/22281094_zpid/""}","https://www.zillow.com/homedetails/32112-E-721st-Rd-Wagoner-OK-74467/22281094_zpid/","32112 E 721st Rd, Wagoner, OK 74467","C21/FIRST CHOICE REALTY, Elizabeth Overturf","$225,000","- House for sale","3","bds","2","ba","1,566","sqft","2 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/32112-E-721st-Rd-Wagoner-OK-74467/22281094_zpid/","https://photos.zillowstatic.com/fp/fa4c0345fb4c11776d9409cf04437ee5-p_e.jpg","https://photos.zillowstatic.com/fp/23f16b4780b23bed833060f0446a68af-p_e.jpg","https://photos.zillowstatic.com/fp/31a556697f4013f181fb57823e7b115b-p_e.jpg","Use arrow keys to navigate","Image 1 of 42","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""211 N Louis Tittle Ave, Mangum, OK 73554"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,878""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""211 N Louis Tittle Ave"",""addressLocality"":""Mangum"",""addressRegion"":""OK"",""postalCode"":""73554""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.875652,""longitude"":-99.50318},""url"":""https://www.zillow.com/homedetails/211-N-Louis-Tittle-Ave-Mangum-OK-73554/86020584_zpid/""}","https://www.zillow.com/homedetails/211-N-Louis-Tittle-Ave-Mangum-OK-73554/86020584_zpid/","211 N Louis Tittle Ave, Mangum, OK 73554","RE/MAX PROPERTY PLACE, Jill Graumann","$129,500","- House for sale","3","bds","1","ba","1,878","sqft","1 day on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/211-N-Louis-Tittle-Ave-Mangum-OK-73554/86020584_zpid/","https://photos.zillowstatic.com/fp/7b4d986f2b6f727f2d6976358f2e6797-p_e.jpg","https://photos.zillowstatic.com/fp/9a33d98441b8faaa95521d08b7fddaac-p_e.jpg","https://photos.zillowstatic.com/fp/af7839f2bbbcaeae48665a7733eee6a6-p_e.jpg","Use arrow keys to navigate","Image 1 of 38","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11309 NW 133rd St, Piedmont, OK 73078"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,372""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11309 NW 133rd St"",""addressLocality"":""Piedmont"",""addressRegion"":""OK"",""postalCode"":""73078""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.60659,""longitude"":-97.72537},""url"":""https://www.zillow.com/homedetails/11309-NW-133rd-St-Piedmont-OK-73078/308439955_zpid/""}","https://www.zillow.com/homedetails/11309-NW-133rd-St-Piedmont-OK-73078/308439955_zpid/","11309 NW 133rd St, Piedmont, OK 73078","KELLER WILLIAMS REALTY ELITE, Sheryl Underhill","$275,000","- House for sale","3","bds","2","ba","1,372","sqft","3 hours ago","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/11309-NW-133rd-St-Piedmont-OK-73078/308439955_zpid/","https://photos.zillowstatic.com/fp/f14b7dd6d41cb545c3b318d6a7d3a9fd-p_e.jpg","https://photos.zillowstatic.com/fp/260f64937250c782f6c47dc410f2ee8d-p_e.jpg","https://photos.zillowstatic.com/fp/afadf8c0e31aa58682738d198e7b132d-p_e.jpg","Use arrow keys to navigate","Image 1 of 29","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""17465 County Road 3518, Ada, OK 74820"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,850""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""17465 County Road 3518"",""addressLocality"":""Ada"",""addressRegion"":""OK"",""postalCode"":""74820""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.734455,""longitude"":-96.748},""url"":""https://www.zillow.com/homedetails/17465-County-Road-3518-Ada-OK-74820/313965947_zpid/""}","https://www.zillow.com/homedetails/17465-County-Road-3518-Ada-OK-74820/313965947_zpid/","17465 County Road 3518, Ada, OK 74820","MCGRAW, REALTORS, Shelly Beauchamp","$269,000","- House for sale","5","bds","2","ba","1,850","sqft","Price cut: $6,000 (Sep 11)","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/17465-County-Road-3518-Ada-OK-74820/313965947_zpid/","https://photos.zillowstatic.com/fp/426267234025aa2d73a1a4a3b0e6b3e7-p_e.jpg","https://photos.zillowstatic.com/fp/a02429f31a500eb91a73b188706215d2-p_e.jpg","https://photos.zillowstatic.com/fp/44adedce78b828a73e5e430dcebf44b6-p_e.jpg","Use arrow keys to navigate","Image 1 of 38","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""239 Seneca Dr, Sand Springs, OK 74063"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,322""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""239 Seneca Dr"",""addressLocality"":""Sand Springs"",""addressRegion"":""OK"",""postalCode"":""74063""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.239086,""longitude"":-96.195366},""url"":""https://www.zillow.com/homedetails/239-Seneca-Dr-Sand-Springs-OK-74063/318489726_zpid/""}","https://www.zillow.com/homedetails/239-Seneca-Dr-Sand-Springs-OK-74063/318489726_zpid/","239 Seneca Dr, Sand Springs, OK 74063","ACCENT, Paul A Wheeler","$275,000","- House for sale","3","bds","3","ba","2,322","sqft","Open: Sat. 1:30-3pm","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/239-Seneca-Dr-Sand-Springs-OK-74063/318489726_zpid/","https://photos.zillowstatic.com/fp/21fbc0edab846f7ddd752097c4def942-p_e.jpg","https://photos.zillowstatic.com/fp/94d1edbb7cd1124791d87c9a3e8da757-p_e.jpg","https://photos.zillowstatic.com/fp/da6c8b3426c3711511ec2cbcbaf882c0-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""24383 S 610th Rd, Grove, OK 74344"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,330""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""24383 S 610th Rd"",""addressLocality"":""Grove"",""addressRegion"":""OK"",""postalCode"":""74344""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.66543,""longitude"":-94.78375},""url"":""https://www.zillow.com/homedetails/24383-S-610th-Rd-Grove-OK-74344/2055920211_zpid/""}","https://www.zillow.com/homedetails/24383-S-610th-Rd-Grove-OK-74344/2055920211_zpid/","24383 S 610th Rd, Grove, OK 74344","MCGRAW REALTORS - GROVE","$179,000","- House for sale","2","bds","2","ba","1,330","sqft","31 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/24383-S-610th-Rd-Grove-OK-74344/2055920211_zpid/","https://photos.zillowstatic.com/fp/ecb28a75a78602d627069a598f8e35a7-p_e.jpg","https://photos.zillowstatic.com/fp/d44fe7fb7416c61dd1f28a6029196d46-p_e.jpg","https://photos.zillowstatic.com/fp/fb8d52a6cd1135e444c5e025bbf69536-p_e.jpg","Use arrow keys to navigate","Image 1 of 39","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""19136 State Highway 19, Apache, OK 73006"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,900""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""19136 State Highway 19"",""addressLocality"":""Apache"",""addressRegion"":""OK"",""postalCode"":""73006""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.899746,""longitude"":-98.292404},""url"":""https://www.zillow.com/homedetails/19136-State-Highway-19-Apache-OK-73006/251500161_zpid/""}","https://www.zillow.com/homedetails/19136-State-Highway-19-Apache-OK-73006/251500161_zpid/","19136 State Highway 19, Apache, OK 73006","CENTURY 21 FIRST CHOICE REALTY","$150,000","- House for sale","3","bds","2","ba","1,900","sqft","Price cut: $14,000 (Aug 1)","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/19136-State-Highway-19-Apache-OK-73006/251500161_zpid/","https://photos.zillowstatic.com/fp/102ac7b9793ffa0713d0c86ebf5684b2-p_e.jpg","https://photos.zillowstatic.com/fp/7554e16f1152c8497a7ddbbfaa73449b-p_e.jpg","https://photos.zillowstatic.com/fp/1339d2e104987846eb58829cbc820d76-p_e.jpg","Use arrow keys to navigate","Image 1 of 18","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""114225 S 4209th Rd, Eufaula, OK 74432"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,152""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""114225 S 4209th Rd"",""addressLocality"":""Eufaula"",""addressRegion"":""OK"",""postalCode"":""74432""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.35879,""longitude"":-95.52406},""url"":""https://www.zillow.com/homedetails/114225-S-4209th-Rd-Eufaula-OK-74432/327270434_zpid/""}","https://www.zillow.com/homedetails/114225-S-4209th-Rd-Eufaula-OK-74432/327270434_zpid/","114225 S 4209th Rd, Eufaula, OK 74432","EUFAULA LAKESHORE REALTY, LLC, Jennifer Ferguson","$200,000","- House for sale","2","bds","2","ba","1,152","sqft","26 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/114225-S-4209th-Rd-Eufaula-OK-74432/327270434_zpid/","https://photos.zillowstatic.com/fp/5d47987f584459f8687b945e0a844818-p_e.jpg","https://photos.zillowstatic.com/fp/000a88650f2818e4d6b46736eb00d6d9-p_e.jpg","https://photos.zillowstatic.com/fp/be94a0aad40234dc6008c80837ad2ae1-p_e.jpg","Use arrow keys to navigate","Image 1 of 39","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""721 SW 149th Pl, Oklahoma City, OK 73170"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,651""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""721 SW 149th Pl"",""addressLocality"":""Oklahoma City"",""addressRegion"":""OK"",""postalCode"":""73170""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.319447,""longitude"":-97.52648},""url"":""https://www.zillow.com/homedetails/721-SW-149th-Pl-Oklahoma-City-OK-73170/21758259_zpid/""}","https://www.zillow.com/homedetails/721-SW-149th-Pl-Oklahoma-City-OK-73170/21758259_zpid/","721 SW 149th Pl, Oklahoma City, OK 73170","JSTOUT REAL ESTATE LLC, Jessica Stout","$225,000","- House for sale","3","bds","2","ba","1,651","sqft","10 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/721-SW-149th-Pl-Oklahoma-City-OK-73170/21758259_zpid/","https://photos.zillowstatic.com/fp/036210162516e72a28413f90823c7143-p_e.jpg","https://photos.zillowstatic.com/fp/cc3f3a49252a1abc8547bdab97161c2a-p_e.jpg","https://photos.zillowstatic.com/fp/0feab34c613441e3ad2e05d5329e59a1-p_e.jpg","Use arrow keys to navigate","Image 1 of 42","Save this home"
