"ListItem-c11n-8-84-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 2","PropertyCardWrapper__StyledPriceLine-srp__sc-16e8gqd-1","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0","Image-c11n-8-84-3__sc-1rtmhsc-0 src","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0","Icon-c11n-8-84-3__sc-13llmml-0","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 2","Icon-c11n-8-84-3__sc-13llmml-0 2","Anchor-c11n-8-84-3__sc-hn4bge-0 href","Image-c11n-8-84-3__sc-1rtmhsc-0 src 2","Image-c11n-8-84-3__sc-1rtmhsc-0 src 3","Image-c11n-8-84-3__sc-1rtmhsc-0 src 4","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 3","StyledButtonIcon-c11n-8-84-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2293 S Crimson Cliffs Way, Saint George, UT 84790"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""5,332""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2293 S Crimson Cliffs Way"",""addressLocality"":""Saint George"",""addressRegion"":""UT"",""postalCode"":""84790""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":37.06892,""longitude"":-113.5059},""url"":""https://www.zillow.com/homedetails/2293-S-Crimson-Cliffs-Way-Saint-George-UT-84790/2060635419_zpid/""}","https://www.zillow.com/homedetails/2293-S-Crimson-Cliffs-Way-Saint-George-UT-84790/2060635419_zpid/","2293 S Crimson Cliffs Way, Saint George, UT 84790","ERA BROKERS CONSOLIDATED SG","$1,899,900","- House for sale","6","bds","5","ba","5,332","sqft","Price cut: $25,000 (Sep 26)","","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2293-S-Crimson-Cliffs-Way-Saint-George-UT-84790/2060635419_zpid/","https://photos.zillowstatic.com/fp/28c45d22b8ad8de63926da15d5a4d57e-p_e.jpg","https://photos.zillowstatic.com/fp/6e38310f7cbe0cf595c1712a92dd5efa-p_e.jpg","https://photos.zillowstatic.com/fp/92ecbe30a89c775f09172442aa6e59df-p_e.jpg","Use arrow keys to navigate","Image 1 of 52","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5809 S Golden Dr, Murray, UT 84123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,742""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5809 S Golden Dr"",""addressLocality"":""Murray"",""addressRegion"":""UT"",""postalCode"":""84123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.645638,""longitude"":-111.90338},""url"":""https://www.zillow.com/homedetails/5809-S-Golden-Dr-Murray-UT-84123/12825214_zpid/""}","https://www.zillow.com/homedetails/5809-S-Golden-Dr-Murray-UT-84123/12825214_zpid/","5809 S Golden Dr, Murray, UT 84123","CENTURY 21 EVEREST","$449,900","- House for sale","3","bds","2","ba","1,742","sqft","4 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/5809-S-Golden-Dr-Murray-UT-84123/12825214_zpid/","https://photos.zillowstatic.com/fp/f5dade4a303127cd3382c679ad4caf00-p_e.jpg","https://photos.zillowstatic.com/fp/38585814fdfbd27ce9764107715d98be-p_e.jpg","https://photos.zillowstatic.com/fp/60547041a8ca6a2143f2414bd11aa2a7-p_e.jpg","Use arrow keys to navigate","Image 1 of 25","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1343 S 1100 E, Orem, UT 84097"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""13,564""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1343 S 1100 E"",""addressLocality"":""Orem"",""addressRegion"":""UT"",""postalCode"":""84097""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.2723,""longitude"":-111.66865},""url"":""https://www.zillow.com/homedetails/1343-S-1100-E-Orem-UT-84097/82730990_zpid/""}","https://www.zillow.com/homedetails/1343-S-1100-E-Orem-UT-84097/82730990_zpid/","1343 S 1100 E, Orem, UT 84097","SUMMIT SOTHEBY'S - DRAPER","$7,800,000","- House for sale","4","bds","9","ba","13,564","sqft","75 days on Zillow","https://photos.zillowstatic.com/fp/353f9650d9c604248c2f43c75968453d-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1343-S-1100-E-Orem-UT-84097/82730990_zpid/","https://photos.zillowstatic.com/fp/8ea6977b4e5e79386db2e200fcdd5b5c-p_e.jpg","https://photos.zillowstatic.com/fp/b45ee4a024384b8daeb8310e568c8e65-p_e.jpg","https://photos.zillowstatic.com/fp/ad26eecb88ce4829f2e0a2c80b9f5994-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4464 W 250 N Suite N, Cedar City, UT 84720"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,631""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4464 W 250 N SUITE N"",""addressLocality"":""Cedar City"",""addressRegion"":""UT"",""postalCode"":""84720""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":37.68175,""longitude"":-113.14203},""url"":""https://www.zillow.com/homedetails/4464-W-250-N-SUITE-N-Cedar-City-UT-84720/2055371911_zpid/""}","https://www.zillow.com/homedetails/4464-W-250-N-SUITE-N-Cedar-City-UT-84720/2055371911_zpid/","4464 W 250 N SUITE N, Cedar City, UT 84720","","$675,000","- House for sale","4","bds","3","ba","2,631","sqft","4 days on Zillow","","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/4464-W-250-N-SUITE-N-Cedar-City-UT-84720/2055371911_zpid/","https://photos.zillowstatic.com/fp/554d0b9a6c38038ab87f268812a62656-p_e.jpg","https://photos.zillowstatic.com/fp/89fafd1a9c8287e0ead749809a770bb7-p_e.jpg","https://photos.zillowstatic.com/fp/a2c0495f35c1f55ba53f2a51a7a28870-p_e.jpg","Use arrow keys to navigate","Image 1 of 26","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1173 S 180 W, Hurricane, UT 84737"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,707""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1173 S 180 W"",""addressLocality"":""Hurricane"",""addressRegion"":""UT"",""postalCode"":""84737""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":37.158756,""longitude"":-113.29118},""url"":""https://www.zillow.com/homedetails/1173-S-180-W-Hurricane-UT-84737/97750404_zpid/""}","https://www.zillow.com/homedetails/1173-S-180-W-Hurricane-UT-84737/97750404_zpid/","1173 S 180 W, Hurricane, UT 84737","RE/MAX ASSOCIATES ST GEORGE","$649,900","- House for sale","5","bds","3","ba","2,707","sqft","5 days on Zillow","","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1173-S-180-W-Hurricane-UT-84737/97750404_zpid/","https://photos.zillowstatic.com/fp/c08d7b95347da9f4a7e170322617c14e-p_e.jpg","https://photos.zillowstatic.com/fp/5be9096bc6ac6dd562aa33525b62a1ed-p_e.jpg","https://photos.zillowstatic.com/fp/4eb4e45f7ac1b1c8f04999c3084f8f9e-p_e.jpg","Use arrow keys to navigate","Image 1 of 46","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""348 E Vine St, Tooele, UT 84074"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,392""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""348 E Vine St"",""addressLocality"":""Tooele"",""addressRegion"":""UT"",""postalCode"":""84074""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.530266,""longitude"":-112.28824},""url"":""https://www.zillow.com/homedetails/348-E-Vine-St-Tooele-UT-84074/68855910_zpid/""}","https://www.zillow.com/homedetails/348-E-Vine-St-Tooele-UT-84074/68855910_zpid/","348 E Vine St, Tooele, UT 84074","MANSELL REAL ESTATE INC","$250,000","- House for sale","3","bds","1","ba","1,392","sqft","16 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/348-E-Vine-St-Tooele-UT-84074/68855910_zpid/","https://photos.zillowstatic.com/fp/f24416c3b7f3ce41a534dbaaa36e8663-p_e.jpg","https://photos.zillowstatic.com/fp/52e2ecf52a547e91edcf8d6bc4db5673-p_e.jpg","https://photos.zillowstatic.com/fp/f28f8b134430421f9712f56e139fdf79-p_e.jpg","Use arrow keys to navigate","Image 1 of 19","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""355 E 400 N, Orem, UT 84057"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,432""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""355 E 400 N"",""addressLocality"":""Orem"",""addressRegion"":""UT"",""postalCode"":""84057""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.304825,""longitude"":-111.68744},""url"":""https://www.zillow.com/homedetails/355-E-400-N-Orem-UT-84057/11898992_zpid/""}","https://www.zillow.com/homedetails/355-E-400-N-Orem-UT-84057/11898992_zpid/","355 E 400 N, Orem, UT 84057","EXP REALTY, LLC","$489,999","- House for sale","4","bds","2","ba","1,432","sqft","5 hours ago","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/355-E-400-N-Orem-UT-84057/11898992_zpid/","https://photos.zillowstatic.com/fp/37b99cca753b2f05d2b08d7eb8773d01-p_e.jpg","https://photos.zillowstatic.com/fp/37b3b34b861603af3734f197e21e9180-p_e.jpg","https://photos.zillowstatic.com/fp/3a5b046693734a098d4c7d145c2e1f8a-p_e.jpg","Use arrow keys to navigate","Image 1 of 16","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""392 E 1370 S, Payson, UT 84651"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,732""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""392 E 1370 S"",""addressLocality"":""Payson"",""addressRegion"":""UT"",""postalCode"":""84651""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.021896,""longitude"":-111.72718},""url"":""https://www.zillow.com/homedetails/392-E-1370-S-Payson-UT-84651/306582953_zpid/""}","https://www.zillow.com/homedetails/392-E-1370-S-Payson-UT-84651/306582953_zpid/","392 E 1370 S, Payson, UT 84651","SUMMIT REALTY, INC.","$650,000","- House for sale","4","bds","3","ba","3,732","sqft","4 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/392-E-1370-S-Payson-UT-84651/306582953_zpid/","https://photos.zillowstatic.com/fp/06374c9d36b7fca779cf64198096182e-p_e.jpg","https://photos.zillowstatic.com/fp/0e49f5a579a531c6868c29b4dcf95ff4-p_e.jpg","https://photos.zillowstatic.com/fp/82aadf03c6182fbd47a2baf4e67c6913-p_e.jpg","Use arrow keys to navigate","Image 1 of 40","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2337 E Rustic Dr, St George, UT 84790"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,719""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2337 E Rustic Dr"",""addressLocality"":""St George"",""addressRegion"":""UT"",""postalCode"":""84790""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":37.06401,""longitude"":-113.536},""url"":""https://www.zillow.com/homedetails/2337-E-Rustic-Dr-St-George-UT-84790/89428523_zpid/""}","https://www.zillow.com/homedetails/2337-E-Rustic-Dr-St-George-UT-84790/89428523_zpid/","2337 E Rustic Dr, St George, UT 84790","EXP REALTY SO UTAH","$739,900","- House for sale","4","bds","3","ba","2,719","sqft","Price cut: $10,100 (Sep 21)","","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2337-E-Rustic-Dr-St-George-UT-84790/89428523_zpid/","https://photos.zillowstatic.com/fp/60b5f1178cea7e55ca2acab181e92618-p_e.jpg","https://photos.zillowstatic.com/fp/834d50334425199eb7c6d199a6a1169f-p_e.jpg","https://photos.zillowstatic.com/fp/a15d25068ef6b5a8d8d04ec085aa8c11-p_e.jpg","Use arrow keys to navigate","Image 1 of 35","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4714 W Liberation Dr, Herriman, UT 84096"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,106""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4714 W Liberation Dr"",""addressLocality"":""Herriman"",""addressRegion"":""UT"",""postalCode"":""84096""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.525433,""longitude"":-112.00329},""url"":""https://www.zillow.com/homedetails/4714-W-Liberation-Dr-Herriman-UT-84096/69717770_zpid/""}","https://www.zillow.com/homedetails/4714-W-Liberation-Dr-Herriman-UT-84096/69717770_zpid/","4714 W Liberation Dr, Herriman, UT 84096","BERKSHIRE HATHAWAY HOMESERVICES UTAH PROPERTIES (SALT LAKE)","$499,999","- House for sale","3","bds","3","ba","2,106","sqft","4 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/4714-W-Liberation-Dr-Herriman-UT-84096/69717770_zpid/","https://photos.zillowstatic.com/fp/7e6479048071dc1c8b378f6839608b9a-p_e.jpg","https://photos.zillowstatic.com/fp/ce202ce2bf3310f19cdd42bc5694627e-p_e.jpg","https://photos.zillowstatic.com/fp/ee7587955b495dd6367d4ecf0d698ac7-p_e.jpg","Use arrow keys to navigate","Image 1 of 31","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7600 E Deer Knoll Dr, Heber City, UT 84036"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""12,377""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7600 E Deer Knoll Dr"",""addressLocality"":""Heber City"",""addressRegion"":""UT"",""postalCode"":""84036""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.549324,""longitude"":-111.13595},""url"":""https://www.zillow.com/homedetails/7600-E-Deer-Knoll-Dr-Heber-City-UT-84036/245489567_zpid/""}","https://www.zillow.com/homedetails/7600-E-Deer-Knoll-Dr-Heber-City-UT-84036/245489567_zpid/","7600 E Deer Knoll Dr, Heber City, UT 84036","SUMMIT SOTHEBY'S - DRAPER","$22,500,000","- House for sale","6","bds","7","ba","12,377","sqft","150 days on Zillow","https://photos.zillowstatic.com/fp/353f9650d9c604248c2f43c75968453d-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/7600-E-Deer-Knoll-Dr-Heber-City-UT-84036/245489567_zpid/","https://photos.zillowstatic.com/fp/372b6a55bbc82031b3e1d0757d7d06d2-p_e.jpg","https://photos.zillowstatic.com/fp/3d650820d773cd12eb5dffcee214fefd-p_e.jpg","https://photos.zillowstatic.com/fp/e3706edec69b875d31bd0873110c6eda-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1928 N 1000 E, North Logan, UT 84341"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,716""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1928 N 1000 E"",""addressLocality"":""North Logan"",""addressRegion"":""UT"",""postalCode"":""84341""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.766315,""longitude"":-111.808174},""url"":""https://www.zillow.com/homedetails/1928-N-1000-E-North-Logan-UT-84341/126190984_zpid/""}","https://www.zillow.com/homedetails/1928-N-1000-E-North-Logan-UT-84341/126190984_zpid/","1928 N 1000 E, North Logan, UT 84341","PRESIDIO REAL ESTATE (CACHE VALLEY)","$539,500","- House for sale","4","bds","4","ba","2,716","sqft","Price cut: $30,000 (Sep 19)","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1928-N-1000-E-North-Logan-UT-84341/126190984_zpid/","https://photos.zillowstatic.com/fp/c3b3fbfa8b16b4e26a4e20eef2642e2f-p_e.jpg","https://photos.zillowstatic.com/fp/b44af49fb652b29a5ac6e2791fc01f07-p_e.jpg","https://photos.zillowstatic.com/fp/20f37fdaad68750f7b119f75d2da6278-p_e.jpg","Use arrow keys to navigate","Image 1 of 36","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2218 S Beretta Dr, Saratoga Springs, UT 84045"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,184""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2218 S Beretta Dr"",""addressLocality"":""Saratoga Springs"",""addressRegion"":""UT"",""postalCode"":""84045""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.321712,""longitude"":-111.91517},""url"":""https://www.zillow.com/homedetails/2218-S-Beretta-Dr-Saratoga-Springs-UT-84045/306585473_zpid/""}","https://www.zillow.com/homedetails/2218-S-Beretta-Dr-Saratoga-Springs-UT-84045/306585473_zpid/","2218 S Beretta Dr, Saratoga Springs, UT 84045","PRIME REAL ESTATE EXPERTS, LLC","$634,990","- House for sale","3","bds","3","ba","3,184","sqft","4 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2218-S-Beretta-Dr-Saratoga-Springs-UT-84045/306585473_zpid/","https://photos.zillowstatic.com/fp/a04581f0c0b75c80ef9713c56968d48a-p_e.jpg","https://photos.zillowstatic.com/fp/15d6a52c875eede4f8e1e9b82d0670f1-p_e.jpg","https://photos.zillowstatic.com/fp/560edc2c130bada3c09cd213efdf55e1-p_e.jpg","Use arrow keys to navigate","Image 1 of 27","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13894 S 7300 W, Herriman, UT 84096"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""4,842""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13894 S 7300 W"",""addressLocality"":""Herriman"",""addressRegion"":""UT"",""postalCode"":""84096""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.49874,""longitude"":-112.06565},""url"":""https://www.zillow.com/homedetails/13894-S-7300-W-Herriman-UT-84096/331670347_zpid/""}","https://www.zillow.com/homedetails/13894-S-7300-W-Herriman-UT-84096/331670347_zpid/","13894 S 7300 W, Herriman, UT 84096","UTAH REAL ESTATE PC","$825,000","- House for sale","4","bds","3","ba","4,842","sqft","Price cut: $55,000 (Sep 22)","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/13894-S-7300-W-Herriman-UT-84096/331670347_zpid/","https://photos.zillowstatic.com/fp/0dd799d4344863155119e7fdb8831a90-p_e.jpg","https://photos.zillowstatic.com/fp/1b458dd59ed93cc9e0171275079cc31c-p_e.jpg","https://photos.zillowstatic.com/fp/fad025503101b78a8651298ca9d25015-p_e.jpg","Use arrow keys to navigate","Image 1 of 30","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10387 N Eagle Way #133&4, Oakley, UT 84055"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,680""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10387 N Eagle Way #133&4"",""addressLocality"":""Oakley"",""addressRegion"":""UT"",""postalCode"":""84055""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.79554,""longitude"":-111.13344},""url"":""https://www.zillow.com/homedetails/10387-N-Eagle-Way-1334-Oakley-UT-84055/2055333942_zpid/""}","https://www.zillow.com/homedetails/10387-N-Eagle-Way-1334-Oakley-UT-84055/2055333942_zpid/","10387 N Eagle Way #133&4, Oakley, UT 84055","DISTINCTIVE PROPERTIES","$674,900","- House for sale","3","bds","3","ba","1,680","sqft","4 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/10387-N-Eagle-Way-1334-Oakley-UT-84055/2055333942_zpid/","https://photos.zillowstatic.com/fp/96b93cbb6773af07a4d6071823aaa2c8-p_e.jpg","https://photos.zillowstatic.com/fp/c6cd48d027e8edc763ca06c6aa7f83b4-p_e.jpg","https://photos.zillowstatic.com/fp/94f19804b0683bc35447f640a7e8bfa9-p_e.jpg","Use arrow keys to navigate","Image 1 of 35","Save this home"
